영상Id,채널Id,영상제목,업로드날짜,조회수,좋아요,댓글,해시태그
jEVyN-BkRBs,UC4yq3FWEWqMvFNFBsV3gbKQ,[ENG] 너가 요즘 안 맞았지?,2022-08-18T10:15:03Z,237287,2838,116,"['심으뜸', '멸치', '스케치코미디', '숏박스', '너덜트', 'SKT', 'SK텔레콤', '갤럭시', '삼성', '제트플립', '지플립', 'Zflip', 'samsung', '자매', '싱글벙글', '짧은대본', '픽고']"
VVy1lU-ZspI,UC4yq3FWEWqMvFNFBsV3gbKQ,"[ENG] 부종 OUT!!!!! 힙으뜸 전신순환 폼롤러 마사지 (혈액순환, 근막이완, 라인정리)",2022-08-13T03:00:11Z,555623,11576,474,"['심으뜸', '심으뜸 필라테스', '심으뜸 스쿼트', '홈트레이닝', '여자 홈트레이닝', '힙업', '힙업운동', '심으뜸 운동', '심으뜸 헬스장', '심으뜸 식단', '심으뜸 홈트', '폼롤러', '스트레칭', '순환', '부종', '붓기', '마사지']"
OpR9--OUark,UC4yq3FWEWqMvFNFBsV3gbKQ,[ENG] 🔥하루 10분🔥 체지방 태우는 전신운동 2주 챌린지 (※효과보장)ㅣ갤럭시 워치 5,2022-08-11T10:15:02Z,155957,3783,73,"['심으뜸', '심으뜸 필라테스', '심으뜸 스쿼트', '홈트레이닝', '힙업', '스쿼트', '필라테스', '홈트', '운동', '갤럭시', '워치', '갤럭시워치5']"
2EMdc67wfow,UC4yq3FWEWqMvFNFBsV3gbKQ,심으뜸 3대 500kg 실화? #Shorts,2022-08-10T10:20:55Z,4454959,48536,623,"['심으뜸', '심으뜸 스쿼트', '힙업', '힙업운동', '심으뜸 운동', '심으뜸 헬스장', '3대', '스쿼트', '데드리프트', '벤치프레스', '운동', '김계란', '김종국', '근육', '헬창', '500', 'sbd']"
sbLBQ3XhXMo,UC4yq3FWEWqMvFNFBsV3gbKQ,피지컬 100 남경진 선수에게 덤비면 생기는 일 #Shorts,2022-08-06T03:00:15Z,7787294,52298,974,"['심으뜸', '힙업', '레슬링', '남경진', '만두귀', '수플렉스', '국가대표', '헤비급', '광희', '종이인형', '피지컬', '김계란', '헬창', '만두', '피지컬100', 'physical100', 'netflix', 'netflix physical 100', 'euddeum shim', 'shim euddeum', '피지컬100 심으뜸', 'physical100 euddeum shim']"
kC8Xh6AjZEE,UC4yq3FWEWqMvFNFBsV3gbKQ,아빠도 헬창일 때 #Shorts,2022-08-04T10:15:04Z,7347196,154646,946,"['심으뜸', '김계란', '짱재', '피지컬갤러리', '야전삽짱재', '숏박스', '너덜트', '픽고', '짧은대본', '찐남매', '장기연애', '당근마켓', '헬창', '명장면', '드라마', '피지컬100', 'physical100', 'netflix', 'netflix physical 100', 'euddeum shim', 'shim euddeum', '피지컬100 심으뜸', 'physical100 euddeum shim']"
tXzH0IVVZCE,UC4yq3FWEWqMvFNFBsV3gbKQ,[ENG] 너 언제 철 들래?,2022-08-02T10:15:06Z,741804,10539,385,"['심으뜸', '힙으뜸', '코믹숏무비', '스케치코미디', '헬창언니', '헬창남매', '김계란', '피지컬갤러리', '헬창', '헬창의삶', '숏박스', '너덜트', '남매', '찐남매', '김계란심으뜸', '픽고', '짧은대본', '짱재', '야전삽짱재']"
p1kZQoDIftc,UC4yq3FWEWqMvFNFBsV3gbKQ,주짓수 등록 첫째날 현실 #shorts,2022-07-30T03:00:18Z,1088313,7064,74,"['심으뜸', '여자 홈트레이닝', '심으뜸 운동', '주짓수', '운동뭐하니', '퍼플', '브라운', '전보람', '1일차', '레슬링', '돼람이', '김계란', '피지컬']"
Fu6w2UHBNwI,UC4yq3FWEWqMvFNFBsV3gbKQ,밥 먹자고 불러놓고 강제로 운동시키기(feat. 황아영),2022-07-28T10:15:01Z,60274,732,51,"['심으뜸', '힙업', '힙업운동', '심으뜸 운동', '심으뜸 식단', '황아영', '농심', '누들핏', '컵면', '라면', '건면', '다이어트', '컵누들', '쌀면', '당면']"
yfVucBZos5I,UC4yq3FWEWqMvFNFBsV3gbKQ,파워리프팅 1일차 / 3개월차 #shorts,2022-07-26T11:16:21Z,1878111,21665,332,"['심으뜸', '심으뜸 필라테스', '심으뜸 스쿼트', '홈트레이닝', '여자 홈트레이닝', '힙업', '힙업운동', '심으뜸 운동', '심으뜸 헬스장', '심으뜸 식단', '심으뜸 홈트', '파워리프팅', '헬린이', '파워리프팅브이로그', '3대운동', '벤치프레스', '데드리프트', '스쿼트', 'sbd']"
xzaELe1wfZk,UC4yq3FWEWqMvFNFBsV3gbKQ,[ENG] 진짜 제발 힙으뜸 타바타 안 해본 사람 없게 해주세요. 효과미쳤음🔥,2022-07-24T03:00:21Z,320595,5741,124,"['심으뜸', '심으뜸 필라테스', '심으뜸 스쿼트', '홈트레이닝', '여자 홈트레이닝', '힙업', '힙업운동', '심으뜸 운동', '심으뜸 헬스장', '심으뜸 식단', '심으뜸 홈트', '타바타', '체지방', '몸선', '엉덩이', '종아리', '하체', '상체', '다이어트', '운동']"
yeLHxtMaieo,UCdTDdygpZKdDew2s1s419iw,이강인에게 요즘 왜 이렇게 잘하냐고 물어봤더니...,2023-05-02T09:15:06Z,247717,6753,535,"['슛포러브', 'Shoot for love', '씨잼철', '쌈바', 'C.잼철', '슛포럽', '이강인', '라리가', '마요르카', '이강인 골', '홍콩대 황희찬']"
W-6csCJxj7U,UCdTDdygpZKdDew2s1s419iw,11만명 모인 나폴리 경기장에서 김민재 도플갱어가 강남스타일을 춘다면???  ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2023-05-01T09:00:16Z,400611,6111,672,"['슛포러브', 'Shoot for love', '국뻥투어', '국뽕', '김민재', '나폴리', '우승', '세리에', '정동식', '짭민재']"
Re4ATZUXMFs,UCdTDdygpZKdDew2s1s419iw,나폴리 응원단장이 된 김민재 닮은꼴ㅋㅋㅋㅋㅋㅋ 목마타고 난리남ㅋㅋㅋㅋ,2023-04-30T06:35:31Z,508245,10068,1430,"['슛포러브', 'Shoot for love', '김민재', '나폴리', '세리에', '세리에A', '우승', '스쿠테토', '짭민재', '정동식', '몰카', '몰래카메라', '깜짝카메라']"
19KK9g7HfQQ,UCdTDdygpZKdDew2s1s419iw,김민재 도플갱어가 나폴리 길거리 걸으면 생기는 일 ㅋㅋㅋㅋㅋㅋㅋㅋ 줄 서서 사진 찍음ㅋㅋㅋㅋㅋㅋ,2023-04-29T08:00:01Z,1980194,25608,4300,"['슛포러브', 'Shoot for love', '나폴리', '김민재', '우승', '세리에', '세리에 A', '정동식', '몰카', '닮은꼴', '나폴리 우승']"
#NAME?,UCdTDdygpZKdDew2s1s419iw,조축에서 디 로렌초 찾는 김민재 #shorts,2023-04-28T11:00:00Z,173245,2638,25,"['#국뻥투어', '#김민재', '#나폴리', '#정동식', '#조기축구', '#디로렌초', '#세리에a', '#킴킴킴']"
WD9jdlkBW4o,UCdTDdygpZKdDew2s1s419iw,김민재 조기 축구 깜짝 데뷔전..??!!,2023-04-28T09:49:01Z,630247,4634,571,"['슛포러브', 'shootforlove', '김민재', '나폴리', '세리에A', '손흥민', '우승', '조축', '오시멘', '데뷔전', '깜짝카메라', '정동식', 'K리그']"
OKp5CSRL-nE,UCdTDdygpZKdDew2s1s419iw,축덕의 직장생활 #shorts,2023-04-26T09:00:21Z,64985,776,16,"['슛포러브', 'Shoot for love', '축덕', '개미PD', '반병지', '개미', '쇼츠', 'Shorts']"
l4MQiPtpwu8,UCdTDdygpZKdDew2s1s419iw,태클날려도 무죄...#shorts,2023-04-24T12:51:07Z,155357,1247,22,"['슛포러브', 'Shoot for love', '길거리축구', '축구', '스트릿33', '스트릿', '프리스타일', '1vs1', '축구배울래', '축배형', '더투탑']"
GpQDRGhkJ70,UCdTDdygpZKdDew2s1s419iw,골 넣자마자 춤 갈기는 여자 네이마르 등장ㅋㅋㅋㅋ 선출도 못 막음,2023-04-24T09:30:07Z,198359,1011,65,"['슛포러브', 'Shoot for love', '스트릿 33', '스트릿사커', '프리스타일러', '프리스타일', '축배형', '축구배울래', '더투탑', 'the2top', '박한별초롱', '한체대', '봅슬레이', '국가대표', '국대']"
uIFb_2gUtes,UCdTDdygpZKdDew2s1s419iw,해축에서 날아다니는 이강인이 연기하는 영상 #shorts,2023-04-24T05:06:33Z,114579,3129,64,"['슛포러브', 'Shoot for love', '이강인', '라리가', '마요르카', '멀티골']"
OHDoyRgPot0,UCdTDdygpZKdDew2s1s419iw,현 시장가치 1위 선수의 챔스 훈련 따라가보기,2023-04-20T10:00:22Z,128432,1774,119,"['슛포러브', 'Shoot for love', '챔피언스리그', '첼시', '도르트문트', '챔스']"
5Upk1FNv9tM,UCdTDdygpZKdDew2s1s419iw,박문성 찐감독 모먼트.zip #shorts,2023-04-18T10:30:02Z,350653,7071,61,"['슛포러브', 'Shoot for love', '박문성', '해설위원', 'PL', '달수네', '달수네 라이브', '덕소고', '고등학교', '축구 감독']"
ccWAodXopbc,UCdTDdygpZKdDew2s1s419iw,체육대회에 축구 해설위원 박문성이 감독으로 온다면??? 5분만에 가져오는 놀라운 변화....,2023-04-18T09:30:13Z,239541,2340,316,"['슛포러브', 'Shoot for love', '박문성', '감독', '데뷔', '해설위원', '덕소고', '덕소고등학교', '박펠레', '달수네 라이브', '달수']"
ms5nz6DE42k,UCdTDdygpZKdDew2s1s419iw,현역 바르셀로나 최고 재능 안수 파티는 메시의 리프팅 하이 세계 신기록을 깰 수 있을까???,2023-04-15T09:45:03Z,361394,3335,2993,"['슛포러브', 'Shoot for love', '안수파티', '바르셀로나', '안수', '파티', '메시', '신기록', '예능', 'PTTT', '씨잼철', 'C.잼철']"
p5MyM4k8Yc0,UCdTDdygpZKdDew2s1s419iw,친절을 무시하면 안되는 이유 #shorts,2023-04-13T08:45:16Z,160513,2238,95,"['슛포러브', 'Shoot for love', '닛몰캐쉬', 'needmorecash']"
5EjFlONaSVk,UCdTDdygpZKdDew2s1s419iw,일반인이 프리스타일러와 1vs1 하면 큰일나는 이유,2023-04-08T09:00:03Z,43047,394,70,"['슛포러브', 'Shoot for love', '프리스타일러', '축배형', '바밤바', '더투탑', '박한별초롱', '서강대', '1vs1']"
Cr8k-uG_sJM,UCdTDdygpZKdDew2s1s419iw,아앗..R… #shorts,2023-04-07T06:46:58Z,153090,1219,9,"['슛포러브', 'Shoot for love', '박한별초롱', '더투탑', '축배형', '축구', '서강대', '대학교', '스트릿풋볼']"
fQokZmcIX7Q,UCdTDdygpZKdDew2s1s419iw,대학교 찾아가서 3vs3 축구 뜨자는 고인물 프리스타일러,2023-04-06T09:30:18Z,147569,952,108,"['슛포러브', 'Shoot for love', '알까기', '프리스타일', '축배형', '더투탑', '박한별초롱', '바밤바', '서강대', '축구', '축구부']"
k4kziQbq0HM,UCdTDdygpZKdDew2s1s419iw,경기 끝나고 경기장 난입???,2023-04-04T09:00:26Z,90622,1272,129,"['슛포러브', 'Shoot for love', '씨잼철', 'C.잼철', '캠', '팔카오', '라요 바에카노', '라리가', '쌈바', '근본투어']"
oXli0_8yCZM,UCdTDdygpZKdDew2s1s419iw,바르셀로나 현역 하피냐의 미친 프리킥 #shorts,2023-04-03T04:17:58Z,70976,1034,18,"['슛포러브', 'Shoot for love', '하피냐', '바르셀로나', 'PTTT', '씨잼철', 'C.잼철']"
uc8dOyVGhsM,UCdTDdygpZKdDew2s1s419iw,현역 바르셀로나 윙어 하피냐 프리킥 궤적 ㄷㄷㄷ 이걸 통과시켜???,2023-04-02T09:00:36Z,576583,6005,3170,"['슛포러브', 'Shoot for love', 'PTTT', '캠', '잼', '씨잼철', 'C.잼철', '하피냐', '바르셀로나', '캄프누', '왼발프리킥', 'Raphinha', '브라질']"
r8k9bJFG9nY,UCdTDdygpZKdDew2s1s419iw,국대 감독을 대하는 축구팬의 자세,2023-03-29T09:30:19Z,40452,564,158,"['슛포러브', 'Shoot for love', '클린스만', '국가대표', '국대', '한국 국가대표', '손흥민', '이강인', '김민재', '우루과이', '콜롬비아', '토트넘', '레전드']"
1d1x8hBXZ30,UCdTDdygpZKdDew2s1s419iw,국가대표 선수는 초딩때부터 남다를까???,2023-03-28T13:30:52Z,102831,1048,125,"['국가대표', '축구 국가대표', '콜롬비아', '국대', '한국 축구', '손흥민', '오현규', '강성진', 'FC 서울', '스카우터', '팔카오', '하이라이트', '대한민국', '셀틱', '메시', '한국 우루과이']"
24xnQshlud0,UCdTDdygpZKdDew2s1s419iw,콘테 경질 소식을 들은 2대째 토트넘 현지팬 찐 반응,2023-03-27T13:30:01Z,221191,3340,449,"['슛포러브', 'Shoot for love', '캠', '잼', '씨잼철', 'C.잼철', '손흥민', '토트넘', '프리미어리그', '안토니오 콘테', '콘테 경질', 'PL', 'EPL', '아스날', '경질']"
q4rb37U86mc,UCdTDdygpZKdDew2s1s419iw,문동은이 축구감독이 된다면? #shorts,2023-03-26T06:00:28Z,40395,426,33,
_zIlI3yTWXQ,UCdTDdygpZKdDew2s1s419iw,팔카오 도발하던 팬의 최후 #shorts,2023-03-23T12:00:25Z,388449,6297,77,"['슛포러브', 'Shoot for love', '팔카오', '라다멜 팔카오', '라다멜', '콜롬비아', '국대', '국가대표', '씨잼철', 'C.잼철']"
CZWusrYH2yg,UCdTDdygpZKdDew2s1s419iw,킥으로 비매너 관중 참교육하는 콜롬비아 레전드 팔카오ㄷㄷㄷ 역시 인간계 최강 스트라이커 정확도...,2023-03-23T09:45:00Z,335330,3513,1712,"['슛포러브', 'Shoot for love', '팔카오', '라다멜 팔카오', 'PTTT', '캠', '잼', '씨잼철', 'C.잼철', '콜롬비아', '콜롬비아 국가대표', '국대']"
NjlC6xvN7Is,UCdTDdygpZKdDew2s1s419iw,이거 안되면 다시 한국 돌아갑니다..,2023-03-22T09:15:01Z,126111,1983,218,"['슛포러브', 'Shoot for love', 'PTTT', '풋투더테스트', '캠', '리버풀', '현역', '테리', '조콜', '크라우치', '씨잼철', 'C.잼철']"
-1TWAWSPag8,UCdTDdygpZKdDew2s1s419iw,복면이 무색해지는 미친 터치.. #shorts,2023-03-22T06:03:32Z,105429,748,6,"['슛포러브', 'Shoot for love', '복면축왕', '더투탑', '티아고킴', '김진짜', '말년 호빙요']"
1MeVw2lAHtY,UCdTDdygpZKdDew2s1s419iw,연습의 중요성..이게 된다고?? #shorts,2023-03-21T10:00:01Z,774394,8628,344,"['슛포러브', 'SHoot for love', '메시', '쇼츠', 'Shorts']"
VQDuddqsheI,UCdTDdygpZKdDew2s1s419iw,지면 정체가 공개되는 PK 대결ㅋㅋㅋㅋ 여기서 파넨카를 찬다고???,2023-03-21T09:00:14Z,134659,1176,121,"['슛포러브', 'Shoot for love', '복면축왕', '김진짜', '티아고킴', '더투탑', '말년호빙요', '축왕', '축구왕', '피를로', '김래원']"
4qlgxvt_184,UCdTDdygpZKdDew2s1s419iw,컨닝해조 원희형..? #shorts,2023-03-20T11:00:05Z,44072,353,5,"['#슛포러브', '#조원희', '#게토레이', '#이강인']"
CoUx89sDmls,UCdTDdygpZKdDew2s1s419iw,시속 80km 공을 가슴 트래핑으로 받을 수 있을까??? ㅋㅋㅋㅋㅋㅋ,2023-03-20T09:18:45Z,105086,908,93,"['슛포러브', 'Shoot for love', '복면축왕', '복면', '복면가왕', '피온', '피온4', '피파온라인', '김진짜', '진짜', '이강호', '더투탑', '열혈강호', '마누', '티아고킴', '말년호빙요', '호빙요']"
LDlHhrylP08,UCdTDdygpZKdDew2s1s419iw,전 프리미어리거 인지도 #shorts,2023-03-19T09:21:59Z,64861,562,40,
wilwmde3nbE,UCdTDdygpZKdDew2s1s419iw,2연속 알까기 먹이는 아마추어 중학생ㄷㄷㄷ 이건 메시도 못하겠는데???,2023-03-18T09:00:41Z,213097,1873,197,"['슛포러브', 'Shoot for love', '원희형', '조원희', '게토레이', '풋살', '중학생 풋살', '중학생', '게토레이 대회', '풋살 대회']"
dFclGwa53Yc,UCdTDdygpZKdDew2s1s419iw,이걸 받는다고? #shorts,2023-03-17T08:45:02Z,479691,3893,48,"['슛포러브', 'SHoot for love', '반병지', '개미PD', '쇼츠']"
oe5xxIGRjbs,UCdTDdygpZKdDew2s1s419iw,크라우치 vs 수비수 11명 #shorts,2023-03-16T10:00:34Z,86719,1017,30,"['슛포러브', 'SHoot for love', '크라우치', '피터 크라우치', 'EPL', 'PL', '토트넘', 'PTTT', 'Put to the test']"
puIR7DJXJ3o,UCdTDdygpZKdDew2s1s419iw,2m 크라우치 헤딩 수준ㅋㅋㅋㅋㅋ 11명이 붙어도 헤딩 다 따네ㅋㅋㅋㅋㅋㅋ,2023-03-16T09:00:26Z,572657,4562,436,"['슛포러브', 'Shoot for love', '풋투더테스트', 'PTTT', '크라우치', '피터 크라우치', 'peter crouch', '토트넘', '리버풀', '잉글랜드', '베컴', '씨잼철', 'C.잼철', '씨잼']"
5cxRlsKTR9c,UCdTDdygpZKdDew2s1s419iw,요즘 중딩들이 노는 법 #shorts,2023-03-16T04:45:00Z,26401,276,13,"['슛포러브', 'Shoot for love', '월클FC', '월클', '외르크', '도르트문트', '월클2', '월클FC2']"
harbEzxifvo,UCdTDdygpZKdDew2s1s419iw,슛포러브 피디의 출근 패션 #Shorts,2023-03-15T08:00:20Z,34952,324,6,
BsaCwEpms4s,UCdTDdygpZKdDew2s1s419iw,박지성 36미터 낙하 트래핑 #shorts,2023-03-14T11:00:07Z,70700,903,31,"['슛포러브', 'Shoot for love', '박지성', '레전드', '트래핑', '순두부터치']"
OdvioIJ5t9s,UCdTDdygpZKdDew2s1s419iw,120만 유투버가 구독자 0명이 된 이유...,2023-03-14T09:00:23Z,70048,1055,102,"['슛포러브', 'Shoot for love', '크라우치', '피터 크라우치', 'EPL', '토트넘', '댄싱', 'Put to the test', 'Pttt']"
-5rXLUv9O0A,UCdTDdygpZKdDew2s1s419iw,도르트문트 유스팀 씹어먹던 초등학생 유망주 근황... 벌써 이렇게 컸어???,2023-03-12T09:45:00Z,513219,5083,274,"['슛포러브', 'Shoot for love', '월드클래스FC', '월클FC', '월클', '외르크', '돌문', '도르트문트', 'FC서울', '유스팀', '유스', '대한민국 축구', '유망주', '골스튜디오', '교보생명', '안상규벌꿀']"
w4Rju4fgebw,UCdTDdygpZKdDew2s1s419iw,월클FC2기 근황 #shorts,2023-03-11T12:45:07Z,79312,856,31,
NyHI0_RoLB8,UCdTDdygpZKdDew2s1s419iw,KBS 해설이 됐어야만 하는 이유 #shorts,2023-03-10T10:14:37Z,43170,824,28,"['슛포러브', 'Shoot for love', '임형철', '이스타', '해설위원', 'KBS']"
1R4-me5rFsU,UCdTDdygpZKdDew2s1s419iw,빡수날 폼 미쳤다ㅋㅋㅋㅋ #shorts,2023-03-08T12:20:15Z,80675,1059,53,"['슛포러브', 'Shoot for love', 'Shorts', '쇼츠', '이수날', '바밤바', '반병지', '개미PD']"
z-Xg2OZeORk,UCdTDdygpZKdDew2s1s419iw,엄마를 위해 KBS 해설이 된 최연소 해설위원의 숨겨진 이야기,2023-03-07T09:23:33Z,176778,6050,601,"['슛포럽', '슛포러브', '슈포러브', 'Shoot for love', '임형철', '이스타', '아다테타', '모솔', '모태솔로', '해설위원', 'spotv']"
#NAME?,UCdTDdygpZKdDew2s1s419iw,얼굴은 가려도 실력은 못가린다.... 미친 킥력 보여주는 키커는 대체 누구???ㅣ제 1대 복면축왕 선발전 (2),2023-03-05T09:00:00Z,251193,2191,275,"['슛포러브', 'Shoot for love', '복면축왕', '복면', '복면가왕', '이호', '고알레', '호형', '김진짜', '진짜', '이호진', '원창연', '피온', '피온4', '피파온라인']"
WK2ZxAS6d5Y,UCdTDdygpZKdDew2s1s419iw,얼굴은 가려도 실력은 못 가리네... #shorts,2023-03-04T12:30:29Z,129834,951,15,"['슛포러브', 'Shoot for love', '복면축왕', '김진짜', '이호', '고알레', '이호진', '원창연', '피파', '피파 온라인', '피온']"
qaYnKPNpr0g,UCdTDdygpZKdDew2s1s419iw,축구를 못하면 정체를 공개합니다 ㅋㅋㅋㅋㅋ (텐션 미쳐버린 복면가왕 축구판ㅋㅋㅋㅋ)ㅣ제 1대 복면축왕 선발전 (1),2023-03-03T10:45:04Z,424609,2543,351,"['슛포러브', 'Shoot for love', '고알레', '이호', '호형', '김진짜', '이호진', '라리가', '원창연', '피파', '피온', '피파 온라인', '이강호', '천재투어']"
KDUb16sPDRY,UCdTDdygpZKdDew2s1s419iw,라보나로 이게 된다고..? #shorts,2023-03-02T09:00:10Z,51373,493,11,"['슛포러브', 'Shoot for love', '조콜', '잉글랜드', '첼시', 'epl', 'PL']"
zWMIAqWj3PM,UCdTDdygpZKdDew2s1s419iw,미친 라보나로 징 맞추는 조콜…?? 라보나로 감아차기가 된다고..?!,2023-02-28T09:00:37Z,261759,2820,248,"['슛포러브', 'Shoot for Love', 'Put to the Test', 'PTTT', '조콜', 'Joe Cole', '첼시', 'chelsea', 'chelseafc', '잉글랜드', '국대', '라보나', 'rabona', '06독일월드컵', '독수리슛']"
vtsHha0X_vo,UCdTDdygpZKdDew2s1s419iw,이영표의 뼈때리는 한마디 #shorts,2023-02-27T09:15:02Z,298607,6552,738,"['슛포러브', 'Shoot for love', '이영표', '동기부여', '쇼츠', 'shorts', '국가대표', '고등학생']"
ePvhVysZWR8,UCdTDdygpZKdDew2s1s419iw,이영표가 말하는 노력의 진실 #shorts,2023-02-25T06:00:25Z,24452,674,67,"['이영표', '슛포러브', 'Shoot for love', '학교축구', '크록스', '강의']"
xp6Zgl2i3jg,UCdTDdygpZKdDew2s1s419iw,국가대표를 꿈꾸는 고등학생에게 이영표가 진심으로 건낸 말은???,2023-02-24T09:00:44Z,94418,1621,428,"['슛포러브', 'Shoot for love', '이영표', '2002 레전드', '반대항', '점심시간 축구 감독', '감독', '토트넘', '아스날', '북런던 더비', '크록스', 'crocs']"
dvefANDsrGc,UCdTDdygpZKdDew2s1s419iw,K-고딩의 축구 실력 #shorts,2023-02-23T09:30:07Z,461116,4880,207,"['이영표', '슛포러브', 'Shoot for love', '학교축구', '크록스']"
pEAaaT-3yUg,UCdTDdygpZKdDew2s1s419iw,고딩 축구에 과몰입한 이영표..? #shorts,2023-02-22T09:40:07Z,45773,530,15,
RwKTNcJ5M_0,UCdTDdygpZKdDew2s1s419iw,이영표가 일반 고등학교 감독이 되면 생기는 일ㅋㅋㅋㅋ 축구는 감독빨이네…,2023-02-21T10:00:12Z,1003245,7459,840,"['슛포러브', 'Shoot for love', '이영표', '2002 레전드', '반대항', '점심시간 축구 감독', '감독', '토트넘', '아스날', '북런던 더비', '크록스']"
VObsjznixzc,UCdTDdygpZKdDew2s1s419iw,슛포러브 피디의 회의 #shorts,2023-02-19T06:00:13Z,29699,280,7,"['슛포러브', 'Shoot for love', 'trickshot', '트릭샷', '쇼츠']"
gJAfj9RhwZ4,UCdTDdygpZKdDew2s1s419iw,슛포러브 피디의 점심 #shorts,2023-02-17T08:00:20Z,24297,286,13,
xVpdoaaVtAg,UCdTDdygpZKdDew2s1s419iw,이강인 터치 수준... #shorts,2023-02-16T09:15:02Z,3441002,20393,423,"['슛포러브', '이강인', 'Shoot for love', '라리가', '순두부터치', '베르바토프']"
dSsFtV1dbSI,UCdTDdygpZKdDew2s1s419iw,슛포러브 피디의 아침 #shorts,2023-02-15T08:30:08Z,34517,394,15,"['슛포러브', 'Shoot for love', '트릭샷', 'trick shot']"
S4cvYVAOEDc,UCdTDdygpZKdDew2s1s419iw,프란체스코 토티의 믿기지않는 킥 정확도... 이 거리를 한번에???,2023-02-14T09:15:01Z,334756,4724,4130,"['슛포러브', 'Shoot for love', '토티', '프란체스코 토티', 'AS로마', '로마', '이탈리아', '잼', '캠', 'put to the test', 'TOTTI']"
7BFwnWsbHRk,UCdTDdygpZKdDew2s1s419iw,월클도 못 피한 설레발 필패 #shorts,2023-02-10T08:00:06Z,123917,1847,21,
w-SmR_PRBoQ,UCdTDdygpZKdDew2s1s419iw,존 테리는 다리힘으로 축구 경기장을 넘길 수 있을까???,2023-02-09T09:00:38Z,701046,6772,830,"['슛포러브', 'Shoot for love', '존테리', '첼시', 'EPL', '프리미어리그', '수비수', '캠', '잼', 'put to the test', 'pttt', '레전드']"
tZT5O8CNCJU,UCdTDdygpZKdDew2s1s419iw,카카 50m 횡단 킥 #shorts,2023-02-09T03:32:02Z,95468,1256,25,"['슛포러브', 'Shoot for love']"
_gdCgOzVMF4,UCdTDdygpZKdDew2s1s419iw,카카 : 내 공 가질래? #shorts,2023-02-07T10:00:16Z,2161440,53957,768,"['슛포러브', 'Shoot for love', '카카', 'put to the test', '브라질', '레전드', '쇼츠', 'Shorts']"
C0K0K9cXtq4,UCdTDdygpZKdDew2s1s419iw,레전드 미드필더 야야투레가 괴물이라고 불렸던 이유... 파워가 이정도야???,2023-02-06T09:00:10Z,320449,3186,517,"['야야투레', '콜로투레', '맨시티', '바르샤', '바르셀로나', 'pl', '프리미어리그', '영국', '축구', '레전드', '미션', '이강인', '토트넘', '손흥민', '코치', '토트넘유스', '유스', '토트넘코치', '크레인', '공중', '2층', '리버풀', '미드필더', '포메이션', '전술', '야야', '투레', '투래', '투뤠', '야아', '야ㅑㅑ', '야ㅑ', '야투', '투야']"
Bah8Qx5S16k,UCdTDdygpZKdDew2s1s419iw,50M 거리를 정확하게 찬다고...? 그시절 카카 맞음주의,2023-02-02T09:00:10Z,1592080,12151,1654,"['카카', '브라질', '챔피언스리그', '이피엘', '이탈리아', '밀란', '브라질축구', '삼바', '풋살', '월드컵', '월드컵우승', '줄리메컵', '월드컵컵', '카타르', '도하', '맨유', '맨체스터유나이티드', 'manu']"
tDYoUYeKPsk,UCdTDdygpZKdDew2s1s419iw,"월드컵에서 골 넣으면 바지 벗는다는 김민재를 본 국대 절친들 반응은???ㅋㅋㅋㅋ 기부까지 같이하는 찐친들 (김문환, 김민재, 나상호, 백승호, 조유민, 황인범, 황희찬) 최고…",2023-01-30T10:47:27Z,308357,4815,244,"['황희찬', '김민재', '나상호', '황인범', '조유민', '백승호', '김문환', '황희정', '골때녀', 'SBS', '골때리는그녀들', '골대리는그녀들', '골대', '골때', '골떄', '황희창', '황히찬', '김민쟈', '김민재ㅐ', 'ㄱ나상호', '황인범ㅁ', '조유민ㄴ', 'pl', '프리미어리그', '울버햄튼', '울버햄턴', '영국', '프리미어리가', '이탈리아', '세리에', '세리에에이', '세링에A', '세리에A', '올림피아코스', '그리스', '서울', 'FC서울', 'K리그', '축구', '풋살', '축구리그', '경기', '중계']"
n2IHwFd10Bs,UCdTDdygpZKdDew2s1s419iw,국대 선수들의 1.6억 기부?! (풀버전은 고정댓글) #shorts,2023-01-30T06:31:31Z,28987,392,8,
02CUCZ0eedw,UCdTDdygpZKdDew2s1s419iw,알통이 어깨에 달린 황희찬 (풀버전은 고정댓글) #shorts,2023-01-29T23:43:59Z,25566,279,5,
1ubfbRtbgDU,UCdTDdygpZKdDew2s1s419iw,국대 동생들이 그린 김문환 미쳐버린 화풍… ㄷㄷ(풀버전은 고정댓글) #shorts,2023-01-29T07:35:10Z,26058,352,5,
qrlxqos7r4I,UCdTDdygpZKdDew2s1s419iw,싱크로율 200% 김민재 초상화 & 성대모사 ㅋㅋㅋㅋ (풀버전은 고정댓글) #shorts,2023-01-28T10:42:36Z,51374,828,11,
WENf9belrxk,UCdTDdygpZKdDew2s1s419iw,1억 9천만원 기부하는 국가대표 찐친들,2023-01-27T09:00:18Z,200280,3378,206,"['김민재', '국국대대', '국국대', '국대', '대한민국', '축구', '벤투', '월드컵', '백승호', '전북', '케이리그', '축구장', '스포츠', '해외', '해외파', '오현규', '해축', '조유민', '황희찬', '손흥민', '영국', '영국축구', '이피엘', '잉글랜드', '프리미어리그']"
